Community College,UCSD Articulated,UCSD Unarticulated,UCSB Articulated,UCSB Unarticulated,UCSC Articulated,UCSC Unarticulated,UCLA Articulated,UCLA Unarticulated,UCB Articulated,UCB Unarticulated,UCI Articulated,UCI Unarticulated,UCD Articulated,UCD Unarticulated,UCR Articulated,UCR Unarticulated,UCM Articulated,UCM Unarticulated
Chabot-Las_Positas_Community_College_District.csv,1.64,0.0,1.89,0.0,1.32,0.0,1.36,0.0,0.79,0.0,1.75,0.36,2.46,0.0,0.93,0.0,1.57,0.0
Sonoma_County_Junior_College_District.csv,1.5,0.86,2.14,0.0,1.32,0.0,0.93,1.0,0.93,0.0,0.0,3.21,1.89,0.86,0.57,0.0,1.96,0.0
Citrus_Community_College_District.csv,0.57,3.0,1.32,1.0,1.29,1.0,1.14,0.0,0.93,0.0,0.0,4.0,1.5,2.0,0.96,0.0,1.89,0.0
Lake_Tahoe_Community_College_District.csv,1.14,1.0,0.57,3.0,0.32,2.0,1.04,1.0,1.04,0.0,1.11,1.0,0.11,5.0,1.21,0.0,2.14,0.0
Sierra_Joint_Community_College_District.csv,1.57,0.0,1.18,0.0,1.36,0.0,1.04,0.0,0.43,0.0,0.0,4.0,2.71,0.0,0.43,0.0,0.89,0.0
Southwestern_Community_College_District.csv,1.96,0.0,1.32,1.0,1.57,0.0,1.18,0.0,0.79,0.0,0.89,0.54,1.5,1.79,0.04,1.0,1.36,0.0
El_Camino_Community_College_District.csv,1.61,0.0,1.0,0.0,1.57,0.0,0.57,0.0,0.43,0.0,0.75,0.11,1.32,0.89,0.54,0.0,0.68,0.0
Yosemite_Community_College_District.csv,1.68,1.0,1.11,2.0,1.39,0.0,0.93,1.0,0.93,0.0,0.46,1.0,2.75,1.0,0.46,0.0,1.39,0.0
Sequoias_Community_College_District.csv,0.43,2.75,2.04,0.0,0.11,1.75,0.79,1.0,0.79,0.0,0.46,1.0,1.68,2.0,0.46,0.0,0.89,1.0
Butte-Glenn_Community_College_District.csv,0.43,3.0,1.86,0.0,1.5,0.0,0.79,1.0,0.79,0.0,0.0,4.0,1.71,2.0,0.75,0.0,1.54,0.0
San_Bernardino_Community_College_District.csv,0.79,2.0,2.32,0.0,1.5,0.0,1.75,0.0,0.93,0.0,0.82,0.74,2.86,0.0,1.14,0.0,1.54,0.0
Foothill-De_Anza_Community_College_District.csv,1.96,0.0,2.25,0.0,1.46,0.0,1.25,0.0,0.93,0.0,2.0,0.75,1.75,0.0,1.04,0.0,1.75,0.0
Copper_Mountain_Community_College_District.csv,0.93,1.86,1.36,0.0,1.11,0.86,0.93,1.0,0.93,0.0,0.43,0.21,1.54,0.86,0.43,0.0,1.36,0.0
Grossmont-Cuyamaca_Community_College_District.csv,1.75,0.0,1.43,0.0,1.21,0.0,1.79,0.0,0.79,0.0,2.0,1.0,1.82,1.0,0.5,0.0,1.11,0.0
Barstow_Community_College_District.csv,1.96,0.0,1.79,0.86,0.54,2.0,0.36,3.0,1.25,0.0,0.36,0.21,0.0,5.0,0.71,0.0,1.96,0.0
Los_Rios_Community_College_District.csv,1.61,0.14,1.25,0.14,1.32,0.14,0.89,0.0,0.79,0.0,0.71,0.79,2.0,0.14,0.46,0.0,1.11,0.0
Mt._San_Jacinto_Community_College_District.csv,1.68,0.0,1.29,0.0,1.32,0.0,0.93,0.0,0.79,0.0,0.54,1.0,2.0,0.0,0.71,0.0,1.11,0.0
Rancho_Santiago_Community_College_District.csv,1.46,0.0,1.25,0.0,1.11,0.93,0.75,0.0,0.57,0.0,0.93,0.04,1.14,1.93,0.29,0.0,1.25,0.0
Palomar_Community_College_District.csv,1.36,0.0,1.96,0.0,1.21,0.0,1.29,0.0,0.93,0.0,0.43,0.04,1.68,0.0,0.46,0.0,1.14,0.0
West_Hills_Community_College_District.csv,0.43,2.75,1.11,2.0,0.0,2.75,0.79,1.0,0.79,0.0,0.0,4.0,0.21,5.0,0.54,1.0,1.32,1.0
Ohlone_Community_College_District.csv,1.68,0.0,1.36,0.0,1.32,0.0,1.14,0.0,0.93,0.0,0.0,3.21,2.07,0.0,0.75,0.0,1.36,0.0
Gavilan_Community_College_District.csv,0.93,2.0,1.64,0.0,2.21,0.0,0.93,1.0,0.93,0.0,0.0,4.0,3.21,1.0,0.71,0.0,1.64,0.0
Hartnell_Community_College_District.csv,1.04,2.0,1.79,0.0,2.71,0.0,1.11,0.0,0.79,0.0,0.0,4.0,0.68,3.0,0.11,1.0,1.43,0.0
Solano_Community_College_District.csv,0.93,2.0,1.11,2.0,1.64,0.0,1.29,0.0,0.93,0.0,0.0,4.0,2.0,0.0,0.36,1.0,1.64,0.0
Yuba_Community_College_District.csv,1.39,2.0,2.04,0.0,1.82,0.0,1.32,0.0,1.07,0.0,0.0,4.0,2.18,1.0,0.79,0.0,1.5,0.0
AVERAGE,1.42,1.13,1.57,0.64,1.22,0.65,1.03,0.58,0.8,0.1,0.67,1.83,1.84,1.5,0.64,0.32,1.43,0.27
TRANSFERABLE AVERAGE,1.92,0.0,1.81,0.0,1.56,0.0,1.21,0.0,0.83,0.0,2.16,0.0,2.55,0.0,0.76,0.0,1.51,0.0
