Community College,UCSD Articulated,UCSD Unarticulated,UCSB Articulated,UCSB Unarticulated,UCSC Articulated,UCSC Unarticulated,UCLA Articulated,UCLA Unarticulated,UCB Articulated,UCB Unarticulated,UCI Articulated,UCI Unarticulated,UCD Articulated,UCD Unarticulated,UCR Articulated,UCR Unarticulated,UCM Articulated,UCM Unarticulated
Rio_Hondo_Community_College_District.csv,3.0,1.0,2.12,1.0,1.62,1.0,4.38,2.0,2.12,0.0,2.88,0.0,2.5,3.0,1.25,0.0,2.88,0.0
Riverside_Community_College_District.csv,2.38,1.0,2.5,0.0,2.0,0.0,3.75,1.0,1.5,0.0,4.12,0.0,3.88,0.0,1.0,0.0,1.88,0.0
San_Bernardino_Community_College_District.csv,1.38,2.0,3.12,0.0,2.0,0.0,3.62,2.0,1.5,0.0,1.75,0.0,4.62,0.0,1.5,0.0,2.0,0.0
San_Diego_Community_College_District.csv,2.88,0.0,2.88,0.0,1.25,1.0,4.12,1.0,1.5,0.0,3.5,0.0,3.25,2.0,1.75,0.0,2.12,0.0
San_Francisco_Community_College_District.csv,3.12,0.0,3.12,0.0,1.88,0.0,3.62,2.0,1.5,0.0,4.38,0.0,4.38,0.0,1.88,0.0,1.88,0.0
San_Joaquin_Delta_Community_College_District.csv,0.88,3.0,3.88,0.0,2.25,0.0,3.62,2.0,1.5,0.0,0.0,4.0,3.0,2.0,1.62,0.0,2.25,0.0
San_Jose-Evergreen_Community_College_District.csv,3.25,1.0,4.62,0.0,2.88,0.0,6.12,1.0,2.25,0.0,5.5,0.0,5.5,1.0,2.38,0.0,3.0,0.0
San_Luis_Obispo_County_Community_College_District.csv,3.38,0.0,1.75,1.0,2.25,0.0,2.12,3.0,0.88,0.0,0.38,3.0,3.12,0.0,1.88,0.0,1.25,0.0
San_Mateo_County_Community_College_District.csv,3.75,0.0,2.62,0.0,2.0,0.0,4.25,1.0,1.5,0.0,1.88,0.0,4.25,0.0,1.38,0.0,1.88,0.0
Santa_Barbara_Community_College_District.csv,2.88,0.0,3.75,0.0,1.62,0.0,3.5,1.0,1.5,0.0,2.38,0.0,4.38,0.0,1.12,0.0,1.88,0.0
Santa_Clarita_Community_College_District.csv,4.62,0.0,5.12,0.0,2.62,0.0,3.5,2.0,1.5,0.0,3.0,4.0,2.75,2.0,1.38,0.0,2.75,0.0
Santa_Monica_Community_College_District.csv,3.62,0.0,2.75,0.0,1.88,0.0,4.0,1.0,1.5,0.0,4.62,0.0,2.62,2.0,1.62,0.0,1.88,0.0
Sequoias_Community_College_District.csv,0.88,3.0,3.25,0.0,0.38,2.0,1.5,5.0,1.5,0.0,1.25,1.0,3.12,2.0,1.25,0.0,1.88,0.0
Shasta-Tehama-Trinity_Joint_Community_College_District.csv,0.88,3.0,3.0,0.0,0.62,2.0,2.12,4.0,1.5,0.0,0.0,4.0,3.88,1.0,1.38,0.0,2.12,0.0
Sierra_Joint_Community_College_District.csv,2.75,0.0,2.5,0.0,2.12,0.0,4.0,1.0,0.88,0.0,0.0,4.0,4.38,0.0,1.62,0.0,1.5,0.0
Siskiyou_Joint_Community_College_District.csv,0.88,3.0,2.0,2.0,1.5,1.0,1.5,5.0,1.5,0.0,0.0,4.0,3.25,2.0,1.5,0.0,2.12,0.0
Solano_Community_College_District.csv,1.38,2.0,1.62,2.0,2.0,0.0,3.38,2.0,1.5,0.0,1.0,3.0,3.62,0.0,0.75,1.0,2.0,0.0
Sonoma_County_Junior_College_District.csv,2.12,1.0,2.75,0.0,1.5,0.0,3.0,2.0,1.5,0.0,1.0,3.0,3.12,1.0,1.25,0.0,1.75,0.0
South_Orange_County_Community_College_District.csv,2.88,0.0,2.88,0.0,3.0,0.0,6.25,1.0,1.5,0.0,4.88,0.0,5.38,0.0,1.75,0.0,1.75,0.0
Southwestern_Community_College_District.csv,3.25,0.0,2.25,1.0,2.0,0.0,3.75,2.0,1.5,0.0,1.62,0.0,2.75,2.0,0.62,1.0,2.25,0.0
State_Center_Community_College_District.csv,2.5,0.0,1.75,0.0,1.38,0.0,3.88,1.0,0.88,0.0,1.38,0.0,6.88,0.0,1.25,0.0,1.12,0.0
Ventura_County_Community_College_District.csv,3.25,0.0,3.88,0.0,2.38,0.0,5.38,1.0,1.5,0.0,4.38,0.0,6.88,0.0,0.75,1.0,2.12,0.0
Victor_Valley_Community_College_District.csv,1.88,2.0,3.5,0.0,1.62,1.0,2.25,4.0,2.5,0.0,0.0,4.0,2.38,3.0,1.62,0.0,1.5,1.0
West_Hills_Community_College_District.csv,0.88,3.0,1.88,2.0,0.0,3.0,1.5,5.0,1.5,0.0,0.0,4.0,0.88,5.0,0.88,1.0,1.5,1.0
West_Kern_Community_College_District.csv,0.5,4.0,4.0,0.0,0.0,3.0,1.12,6.0,1.75,0.0,0.0,4.0,1.88,4.0,0.75,1.0,1.75,1.0
West_Valley-Mission_Community_College_District.csv,3.25,0.0,2.38,0.0,1.75,0.0,3.75,1.0,1.5,0.0,4.88,0.0,7.25,0.0,0.88,0.0,2.38,0.0
Yosemite_Community_College_District.csv,2.25,1.0,1.5,2.0,1.75,0.0,2.75,3.0,1.38,0.0,1.12,1.0,7.88,1.0,1.12,0.0,1.75,0.0
Yuba_Community_College_District.csv,2.0,2.0,3.12,0.0,2.12,0.0,3.62,2.0,1.62,0.0,0.0,4.0,4.0,1.0,1.5,0.0,1.75,0.0
AVERAGE,2.27,1.19,2.64,0.65,1.57,0.72,3.24,2.62,1.44,0.1,2.09,1.5,3.67,1.54,1.27,0.32,1.84,0.19
TRANSFERABLE AVERAGE,3.09,0.0,3.07,0.0,2.05,0.0,0.0,0.0,1.49,0.0,3.3,0.0,4.83,0.0,1.47,0.0,1.93,0.0
