cc,ucs,uc_count,ge_pattern,status,total_terms,total_units,over_2_years,major_courses_total,ge_courses_total,units_term_1,units_term_2,units_term_3,units_term_4,units_term_5,units_term_6,error
diablo_valley,UCB+UCI+UCR+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCR+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCM+UCR+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCSB+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCM+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCI+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCM+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCM+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCM+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCR+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCR+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCR+UCSB+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCM+UCR+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCR+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCR+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCM+UCR+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCR+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCM+UCR+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCM+UCR+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCSB+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCM+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCSB+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCM+UCSB+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCM+UCSB+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCM+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCM+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCM+UCSC+UCSD,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCLA+UCR+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCLA+UCR,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCLA+UCR,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCLA+UCR+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCLA+UCM+UCR,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCLA+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCLA+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCLA+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCLA+UCM+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCI+UCLA,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCLA+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCLA+UCM,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCLA+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCLA+UCM,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCLA+UCM+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCLA+UCR+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCLA+UCR+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCLA+UCR+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCLA+UCM+UCR+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCLA+UCR,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCLA+UCR+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCLA+UCM+UCR,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCLA+UCR+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCLA+UCM+UCR,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCLA+UCM+UCR+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCLA+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCLA+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCLA+UCM+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCLA+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCLA+UCM+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCLA+UCM+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCLA+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCLA+UCM,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCLA+UCM+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCLA+UCM+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCR+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCR+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCR+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCM+UCR+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCI+UCR,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCR+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCM+UCR,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCR+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCM+UCR,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCM+UCR+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCI+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCM+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCM+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCM+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCI+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCI+UCM,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCI+UCM+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCI+UCM+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCR+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCR+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCM+UCR+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCR+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCM+UCR+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCM+UCR+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCR+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCM+UCR,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCM+UCR+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCM+UCR+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCM+UCSB,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCD+UCM+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCM+UCSB+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCB+UCD+UCM+UCSC,4,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
diablo_valley,UCI+UCLA+UCR+UCSB+UCSD,5,IGETC,success,6,86,True,12,12,15,15,15,15,14,12,
