severity,root_cause,recommended_action,uc,uc_full,cc,status,receiving,issue_type,message,expected,actual,url,view_by_key
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Glendale Community College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=43&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F43%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/43/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Golden West College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=55&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F55%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/55/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Golden West College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=55&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F55%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/55/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Grossmont College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=106&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F106%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/106/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Hartnell College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=123&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F123%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/123/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Hartnell College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=123&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F123%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/123/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Imperial Valley College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=107&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F107%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/107/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Imperial Valley College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=107&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F107%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/107/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Irvine Valley College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=124&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F124%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/124/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Irvine Valley College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=124&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F124%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/124/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Lake Tahoe Community College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=40&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F40%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/40/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Lake Tahoe Community College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=40&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F40%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/40/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Laney College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=77&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F77%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/77/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Las Positas College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=18&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F18%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/18/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Las Positas College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=18&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F18%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/18/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Lassen Community College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=82&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F82%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/82/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Long Beach City College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=135&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F135%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/135/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Long Beach City College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=135&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F135%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/135/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles City College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=3&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F3%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/3/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles City College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=3&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F3%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/3/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Harbor College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=31&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F31%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/31/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Harbor College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=31&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F31%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/31/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Mission College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=47&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F47%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/47/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Mission College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=47&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F47%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/47/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Pierce College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=86&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F86%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/86/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Pierce College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=86&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F86%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/86/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Southwest College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=130&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F130%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/130/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Southwest College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=130&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F130%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/130/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Trade Technical College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=25&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F25%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/25/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Trade Technical College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=25&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F25%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/25/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Valley College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=44&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F44%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/44/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Angeles Valley College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=44&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F44%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/44/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Medanos College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=61&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F61%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/61/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Los Medanos College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=61&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F61%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/61/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Madera Community College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=200&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F200%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/200/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Madera Community College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=200&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F200%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/200/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Mendocino College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=100&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F100%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/100/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Mendocino College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=100&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F100%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/100/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Merced College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=17&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F17%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/17/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Merced College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=17&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F17%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/17/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Merritt College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=13&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F13%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/13/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Merritt College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=13&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F13%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/13/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,MiraCosta College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=108&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F108%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/108/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,MiraCosta College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=108&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F108%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/108/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Mission College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=32&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F32%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/32/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Mission College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=32&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F32%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/32/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Modesto Junior College,fail,CSE 022,duplicate_merged_row,duplicate raw CSV receiving row,2,,https://assist.org/transfer/results?year=76&institution=52&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F52%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/52/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
low,duplicate_receiving_label,Check whether ASSIST repeats the same receiving course in multiple contexts; usually lower priority than grouping errors.,UCM,University of California Merced,Modesto Junior College,fail,CSE 022,duplicate_merged_row,duplicate ASSIST receiving row,multiple ASSIST articulation rows normalize to the same receiving course,,https://assist.org/transfer/results?year=76&institution=52&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F52%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477,76/52/to/144/Major/be462cb5-458a-4c3d-5be5-08dd9e07c477
