research_severity,filtered_impact,in_course_reqs,in_filtered_results,root_cause,raw_severity,uc,uc_full,cc,receiving,issue_type,message,expected_raw,actual_raw,expected_filtered,actual_filtered,recommended_action,url,view_by_key
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Mission College,Requirement,sending_options_mismatch,sending options differ,"[['ENG 001B (3.00)'], ['ENGL C1001 (3.00)'], ['PHI 003 (3.00)'], ['EGR 030 (4.00)']]",[['EGR 030 (4.00)']],[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=32&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F32%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/32/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Modesto Junior College,Requirement,missing_row,missing raw CSV row,"[['ENGL 102 (3.00)'], ['ENGL C1001 (3.00)'], ['PHILO 105 (3.00)'], ['PHILO 107 (3.00)'], ['COMM 104 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=52&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F52%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/52/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Monterey Peninsula College,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)'], ['CSCI 10C (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=133&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F133%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/133/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Moorpark College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL M01B (4.00)'], ['ENGL M01BH (4.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)'], ['COMM M25 (3.00)'], ['PHIL M05 (3.00)'], ['CS M125 (3.00)']]",[['CS M125 (3.00)']],[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=139&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F139%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/139/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Moreno Valley College,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (4.00)'], ['ENGL 1BH (4.00)'], ['CIS 5 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=149&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F149%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/149/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Mount San Antonio College,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL 1BH (3.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['PHIL 9 (3.00)'], ['PHIL 9H (3.00)'], ['CISP 31 (3.00)', 'CISP 31L (0.50)'], ['CISP 34 (3.00)'], ['CSCI 140 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=62&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F62%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/62/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Mt. San Jacinto College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)'], ['LIT- 106 (3.00)'], ['LIT- 106H (3.00)'], ['PHIL- 112 (3.00)'], ['CSIS- 113A (3.00)'], ['CSIS- 123A (3.00)']]","[['CSIS- 113A (3.00)'], ['CSIS- 123A (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=53&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F53%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/53/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Napa Valley College,Requirement,missing_row,missing raw CSV row,"[['ENGL 121 (3.00)'], ['ENGL 123 (4.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=73&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F73%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/73/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Norco College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL 1B (4.00)'], ['ENGL 1BH (4.00)'], ['CIS 5 (4.00)'], ['CIS 17A (3.00)'], ['CIS 17C (3.00)']]","[['CIS 5 (4.00)'], ['CIS 17A (3.00)'], ['CIS 17C (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=148&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F148%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/148/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Ohlone College,Requirement,missing_row,missing raw CSV row,"[['ENGL 101B (4.00)'], ['ENGL C1001 (3.00)'], ['CS 116 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=48&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F48%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/48/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Orange Coast College,Requirement,missing_row,missing raw CSV row,"[['ENGL A101 (4.00)'], ['ENGL A101H (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['PHIL A150 (3.00)'], ['CS A250 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=74&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F74%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/74/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Palo Verde College,Requirement,missing_row,missing raw CSV row,"[['ENG 102 (3.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=63&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F63%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/63/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Palomar College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1001 (4.00)'], ['ENG 203 (4.00)'], ['PHIL 200 (3.00)'], ['CSCI 222 (4.00)']]",[['CSCI 222 (4.00)']],[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=56&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F56%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/56/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Pasadena City College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL 001B (4.00)'], ['ENGL 001BH (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['PHIL 025 (3.00)'], ['PHIL 025H (3.00)'], ['PHSC 002 (3.00)'], ['CS 002 (4.00)'], ['CS 003A (3.00)']]","[['CS 002 (4.00)'], ['CS 003A (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=49&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F49%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/49/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Reedley College,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL 1BH (3.00)'], ['ENGL 2 (3.00)'], ['ENGL 2H (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)'], ['PHIL 2 (3.00)'], ['Not Articulated']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=36&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F36%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/36/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Rio Hondo College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.50)'], ['ENGL C1001H (3.50)'], ['LIT 102 (3.00)'], ['LIT 102H (3.00)'], ['CIT 126 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=64&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F64%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/64/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Riverside City College,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (4.00)'], ['ENGL 1BH (4.00)'], ['CIS 5 (4.00)'], ['CSC 17A (3.00)', 'CIS 17B (3.00)'], ['CSC 17A (3.00)', 'CIS 17C (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=78&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F78%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/78/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Sacramento City College,Requirement,missing_row,missing raw CSV row,"[['ENGWR 301 (3.00)'], ['ENGL C1001 (3.00)'], ['ENGWR 303 (4.00)'], ['COMM 316 (3.00)'], ['SOC 305 (3.00)'], ['CISP 360 (4.00)'], ['CISP 400 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=126&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F126%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/126/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Saddleback College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)'], ['ENG 25 (3.00)'], ['CS 1B (3.50)']]",[['CS 1B (3.50)']],[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=65&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F65%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/65/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,San Bernardino Valley College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['ENGL 151 (3.00)'], ['CS 190 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=131&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F131%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/131/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,San Diego City College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL 105 (3.00)'], ['ENGL C1001 (3.00)'], ['CISC 192 (4.00)'], ['CISC 205 (4.00)']]","[['CISC 192 (4.00)'], ['CISC 205 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=54&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F54%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/54/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,San Diego Mesa College,Requirement,missing_row,missing raw CSV row,"[['ENGL 105 (3.00)'], ['ENGL C1001 (3.00)'], ['PHIL 205 (3.00)'], ['CISC 192 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=101&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F101%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/101/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,San Diego Miramar College,Requirement,missing_row,missing raw CSV row,"[['ENGL 105 (3.00)'], ['ENGL C1001 (3.00)'], ['PHIL 205 (3.00)'], ['CISC 192 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=45&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F45%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/45/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,San Joaquin Delta College,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=109&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F109%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/109/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,San Jose City College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL 001B (3.00)'], ['ENGL C1001 (3.00)'], ['CIS 054 (3.00)'], ['CIS 059 (3.00)']]","[['CIS 054 (3.00)'], ['CIS 059 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=136&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F136%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/136/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Santa Ana College,Requirement,missing_row,missing raw CSV row,"[['ENGL 102 (4.00)'], ['ENGL 102H (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['CMPR 121 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=14&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F14%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/14/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Santa Barbara City College,Requirement,missing_row,missing raw CSV row,"[['COMM 235 (3.00)'], ['ENG 111 (3.00)'], ['ENG 111H (3.00)'], ['PHIL 111 (3.00)'], ['CS 106 (3.00)'], ['CS 133 (3.00)'], ['CS 137 (3.00)'], ['CS 140 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=92&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F92%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/92/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Santa Monica College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.00)'], ['ENGL 31 (3.00)'], ['CS 52 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=137&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F137%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/137/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Santa Rosa Junior College,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)'], ['CS 10A (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=57&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F57%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/57/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Santiago Canyon College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL 102 (4.00)'], ['ENGL 102H (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['PHIL 110 (4.00)'], ['PHIL 110H (4.00)'], ['READ 151 (3.00)'], ['CMPR 121 (3.00)']]",[['CMPR 121 (3.00)']],[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=66&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F66%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/66/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Shasta College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)'], ['CIS 61 (3.00)']]",[['CIS 61 (3.00)']],[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=38&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F38%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/38/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Sierra College,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)'], ['CSCI 66 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=93&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F93%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/93/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Skyline College,Requirement,missing_row,missing raw CSV row,"[['ENGL 110 (3.00)'], ['ENGL C1001 (3.00)'], ['CIS 250 (3.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=127&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F127%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/127/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Southwestern College,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (4.00)'], ['ENGL 220 (3.00)'], ['PHIL 103 (3.00)'], ['CIS 115 (4.00)']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=138&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F138%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/138/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Taft College,Requirement,missing_row,missing raw CSV row,[['ENGL 1600 (4.00)']],,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=119&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F119%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/119/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Ventura College,Requirement,sending_options_mismatch,sending options differ,"[['PHIL V05 (3.00)'], ['ENGL V01B (4.00)'], ['ENGL C1001 (3.00)'], ['CS V13 (3.00)'], ['CS V30 (3.00)']]","[['CS V13 (3.00)'], ['CS V30 (3.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=95&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F95%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/95/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,Victor Valley College,Requirement,sending_options_mismatch,sending options differ,"[['ENGL 102 (3.00)'], ['ENGL C1001 (4.00)'], ['ENGL 104H (3.00)'], ['PHIL 207 (3.00)'], ['CIS 201 (4.00)'], ['CIS 202 (4.00)']]","[['CIS 201 (4.00)'], ['CIS 202 (4.00)']]",[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=19&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F19%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/19/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,West Hills College Coalinga,Requirement,missing_row,missing raw CSV row,[['ENGL C1001 (3.00)']],,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=67&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F67%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/67/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
info,no,False,False,non_course_requirement_placeholder,info,UCLA,University of California Los Angeles,West Hills College Lemoore,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.00)'], ['Not Articulated']]",,[],[],No CS-filtered impact: receiving course is not configured in course_reqs.py.,https://assist.org/transfer/results?year=76&institution=146&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F146%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/146/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
