cc,uc,status,receiving,issue_type,message,exception_covered,expected,actual,url
Los Angeles Pierce College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGLISH 102 (3.00)',), ('ENGL C1001 (3.00)',), ('PHILOS 005 (3.00)',), ('CS 216 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=86&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F86%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Los Angeles Pierce College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=86&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F86%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Los Angeles Southwest College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENGLISH 102 (3.00)',))",https://assist.org/transfer/results?year=76&institution=130&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F130%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Los Angeles Southwest College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGLISH 102 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=130&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F130%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Los Angeles Southwest College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGLISH 102 (3.00)',), ('ENGL C1001 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=130&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F130%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Los Angeles Southwest College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGLISH 102 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=130&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F130%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Los Angeles Southwest College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=130&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F130%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Los Angeles Trade Technical College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('PHYSICS 101 (5.00)', 'PHYSICS 102 (5.00)', 'PHYSICS 103 (5.00)'), ('ENGL C1000 (3.00)',), ('ENGL C1001 (3.00)',), ('ENGLISH 102 (3.00)',))","(('ENGL C1001 (3.00)',), ('ENGLISH 102 (3.00)',))",https://assist.org/transfer/results?year=76&institution=25&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F25%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Los Angeles Trade Technical College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGLISH 102 (3.00)',), ('ENGL C1001 (3.00)',), ('CS 116 (3.00)',), ('CS 115 (3.00)',), ('CS 216 (3.00)',))","(('CS 116 (3.00)',), ('CS 115 (3.00)',), ('CS 216 (3.00)',))",https://assist.org/transfer/results?year=76&institution=25&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F25%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Los Angeles Valley College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENGLISH 102 (3.00)',))",https://assist.org/transfer/results?year=76&institution=44&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F44%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Los Angeles Valley College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGLISH 102 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=44&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F44%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Los Angeles Valley College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('COMM 105 (3.00)',), ('ENGLISH 102 (3.00)',), ('ENGL C1001 (3.00)',), ('CS 216 (3.00)',))",https://assist.org/transfer/results?year=76&institution=44&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F44%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Los Angeles Valley College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('COMM 105 (3.00)',), ('ENGLISH 102 (3.00)',), ('ENGL C1001 (3.00)',), ('CS 216 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=44&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F44%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Los Angeles Valley College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=44&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F44%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Los Medanos College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENGL 230 (3.00)', 'ENGL C1001 (3.00)'))",https://assist.org/transfer/results?year=76&institution=61&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F61%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Los Medanos College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGL 230 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=61&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F61%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Los Medanos College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1001 (3.00)',), ('ENGL 230 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=61&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F61%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Los Medanos College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1001 (3.00)',), ('ENGL 230 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=61&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F61%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Los Medanos College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=61&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F61%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Madera Community College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000H (4.00)'), ('ENGL 1B (3.00)', 'ENGL 1BH (3.00)', 'ENGL 2 (3.00)', 'ENGL 2H (3.00)', 'ENGL C1001 (3.00)', 'ENGL C1001H (3.00)'))",https://assist.org/transfer/results?year=76&institution=200&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F200%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Madera Community College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL 1B (3.00)',), ('ENGL 1BH (3.00)',), ('ENGL 2 (3.00)',), ('ENGL 2H (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))",,https://assist.org/transfer/results?year=76&institution=200&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F200%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Madera Community College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 1B (3.00)',), ('ENGL 1BH (3.00)',), ('ENGL 2 (3.00)',), ('ENGL 2H (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('PHIL 2 (3.00)',), ('ENGR 40 (4.00)',))",https://assist.org/transfer/results?year=76&institution=200&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F200%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Madera Community College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 1B (3.00)',), ('ENGL 1BH (3.00)',), ('ENGL 2 (3.00)',), ('ENGL 2H (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('PHIL 2 (3.00)',), ('ENGR 40 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=200&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F200%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Madera Community College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=200&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F200%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Madera Community College,University of California Santa Barbara,fail,MATH 3A,sending_options_mismatch,sending options differ,False,"(('MATH 5A (5.00)',), ('MATH 75A (2.00)', 'MATH 75B (3.00)'))","(('MATH 75A (2.00)', 'MATH 75B (3.00)'), ('MATH 5A (5.00)',))",https://assist.org/transfer/results?year=76&institution=200&agreement=128&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F200%2Fto%2F128%2FMajor%2F9b98e159-1754-4eb0-33c4-08ddf001012b
Mendocino College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)',), ('ENGL 201 (4.00)',), ('PHY 220 (4.00)',), ('PHY 221 (4.00)', 'PHY 222 (4.00)'))",https://assist.org/transfer/results?year=76&institution=100&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F100%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Mendocino College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('PHY 220 (4.00)',), ('PHY 221 (4.00)', 'PHY 222 (4.00)'), ('ENGL C1000 (4.00)',), ('ENGL 201 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=100&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F100%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Mendocino College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 201 (4.00)',), ('ENGL C1001 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=100&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F100%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Mendocino College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 201 (4.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=100&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F100%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Mendocino College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=100&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F100%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Merced College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)',), ('ENGL -01B (3.00)',))",https://assist.org/transfer/results?year=76&institution=17&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F17%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Merced College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL -01B (3.00)',))",,https://assist.org/transfer/results?year=76&institution=17&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F17%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Merced College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL -01B (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=17&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F17%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Merced College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL -01B (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))",,https://assist.org/transfer/results?year=76&institution=17&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F17%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Merritt College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL 1B (4.00)',))","(('ENGL 1B (4.00)',),)",https://assist.org/transfer/results?year=76&institution=13&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F13%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
MiraCosta College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL 201 (4.00)',), ('ENGL 201H (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))","(('ENGL 201 (4.00)',), ('ENGL 201H (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL C1001H (4.00)',))",https://assist.org/transfer/results?year=76&institution=108&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F108%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Mission College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (3.00)',), ('ENGL C1000E (5.00)',), ('ENG 001B (3.00)',), ('ENGL C1001 (3.00)',))","(('ENG 001B (3.00)',), ('ENGL C1001 (3.00)',))",https://assist.org/transfer/results?year=76&institution=32&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F32%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Mission College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENG 001B (3.00)',), ('ENGL C1001 (3.00)',), ('PHI 003 (3.00)',), ('EGR 030 (4.00)',))","(('EGR 030 (4.00)',),)",https://assist.org/transfer/results?year=76&institution=32&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F32%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Modesto Junior College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENGL 102 (3.00)', 'ENGL C1001 (3.00)'))",https://assist.org/transfer/results?year=76&institution=52&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F52%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Modesto Junior College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGL 102 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=52&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F52%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Modesto Junior College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 102 (3.00)',), ('ENGL C1001 (3.00)',), ('PHILO 105 (3.00)',), ('PHILO 107 (3.00)',), ('COMM 104 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=52&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F52%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Modesto Junior College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 102 (3.00)',), ('ENGL C1001 (3.00)',), ('PHILO 105 (3.00)',), ('PHILO 107 (3.00)',), ('COMM 104 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=52&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F52%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Modesto Junior College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=52&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F52%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Monterey Peninsula College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)',), ('ENGL 1B (3.00)',))",https://assist.org/transfer/results?year=76&institution=133&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F133%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Monterey Peninsula College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGL 1B (3.00)',))",,https://assist.org/transfer/results?year=76&institution=133&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F133%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Monterey Peninsula College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 1B (3.00)',), ('ENGL C1001 (3.00)',), ('CSCI 10C (4.00)',))",https://assist.org/transfer/results?year=76&institution=133&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F133%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Monterey Peninsula College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 1B (3.00)',), ('ENGL C1001 (3.00)',), ('CSCI 10C (4.00)',))",,https://assist.org/transfer/results?year=76&institution=133&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F133%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Monterey Peninsula College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=133&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F133%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Moorpark College,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL M01B (4.00)',), ('ENGL M01BH (4.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))","(('ENGL M01B (4.00)',), ('ENGL M01BH (4.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))",https://assist.org/transfer/results?year=76&institution=139&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F139%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Moorpark College,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL M01B (4.00)',), ('ENGL M01BH (4.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('COMM M25 (3.00)',), ('PHIL M05 (3.00)',), ('CS M125 (3.00)',))","(('CS M125 (3.00)',),)",https://assist.org/transfer/results?year=76&institution=139&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F139%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Moreno Valley College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000H (4.00)'), ('ENGL 1B (4.00)', 'ENGL 1BH (4.00)'))",https://assist.org/transfer/results?year=76&institution=149&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F149%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Moreno Valley College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL 1B (4.00)',), ('ENGL 1BH (4.00)',))",,https://assist.org/transfer/results?year=76&institution=149&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F149%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Moreno Valley College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 1B (4.00)',), ('ENGL 1BH (4.00)',), ('CIS 5 (4.00)',))",https://assist.org/transfer/results?year=76&institution=149&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F149%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Moreno Valley College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 1B (4.00)',), ('ENGL 1BH (4.00)',), ('CIS 5 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=149&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F149%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Moreno Valley College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=149&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F149%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Moreno Valley College,University of California Santa Barbara,fail,CHEM 1A; CHEM 1B; CHEM 1C; CHEM 2AL; CHEM 2BL,sending_options_mismatch,sending options differ,False,"(('CHE 1A (5.00)', 'CHE 1B (5.00)'), ('CHE 1A (5.00)', 'CHE 1BH (5.00)'), ('CHE 1AH (5.00)', 'CHE 1B (5.00)'), ('CHE 1AH (5.00)', 'CHE 1BH (5.00)'))","(('CHE 1A (5.00)', 'CHE 1AH (5.00)'), ('CHE 1B (5.00)', 'CHE 1BH (5.00)'))",https://assist.org/transfer/results?year=76&institution=149&agreement=128&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F149%2Fto%2F128%2FMajor%2F9b98e159-1754-4eb0-33c4-08ddf001012b
Mount San Antonio College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('AMLA 1A (4.00)', 'ENGL C1000 (4.00)', 'ENGL C1000H (4.00)'), ('ENGL C1001 (4.00)', 'ENGL C1001H (4.00)'))",https://assist.org/transfer/results?year=76&institution=62&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F62%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
